company,city,country,component,location_source_url,component_source_url,confidence,notes
tieliu,Hangzhou,China,automotive clutches,https://finance.yahoo.com/quote/603926.SS/profile/,https://www.marketscreener.com/quote/stock/TIELIU-CO-LTD-42613217/company/,high,"Zhejiang Tieliu Clutch (SSE:603926), HQ Hangzhou. Clutches/WESTLAKE brand."
cars motorcycles and marine engine trade and import,Athens,Greece,vehicle & marine-engine import/distribution (Yamaha),https://www.athexgroup.gr/en/market-data/issuers/998,https://www.investing.com/equities/cars-motorcycles-marine-engine-company-profile,high,"Emporiki Eisagogiki (ATHEX:MOTO), HQ Athens. Exclusive Yamaha importer in Greece."
guangzhou development,Guangzhou,China,electric power & integrated energy,https://www.investing.com/equities/guangzhou-dev-company-profile,https://dcfmodeling.com/products/600098ss-porters-five-forces-analysis,high,Guangzhou Development Group (SSE:600098). Energy utility (power/gas/renewables + EV charging).
mitsubishi electric,Tokyo,Japan,automotive electrical equipment (EV drive/inverters),https://en.wikipedia.org/wiki/Mitsubishi_Electric,https://www.marklines.com/en/top500/mitsubishi-electric,medium,"HQ Marunouchi, Tokyo (TSE:6503). DIVERSIFIED; auto slice = EV drive-control/inverters/motors/alternators."
stanley black & decker,New Britain,United States,engineered fastening systems,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,https://umbrex.com/resources/company-profiles/stanley-black-decker/,medium,"HQ New Britain, CT (NYSE:SWK). DIVERSIFIED (tools); auto slice = STANLEY Engineered Fastening."
kumkang kind,Seoul,South Korea,aluminium construction formwork,https://stockanalysis.com/quote/krx/014285/company/,https://www.tradekorea.com/product/detail/P543109/Kumkang-Aluminum-Formwork-System.html,high,"HQ Seoul (KRX:014285; also cls 014280); 7 Korea plants + Nilai, Malaysia. World's largest aluminium formwork maker. CONSTRUCTION firm; auto-supply-chain fit is loose."
mobase electronics,Suwon,South Korea,automotive electronic control modules & wireless chargers,https://stockanalysis.com/quote/kosdaq/012860/company/,https://www.marklines.com/en/top500/mobase-electronics,high,"KOSDAQ:012860 (ex-Seoyon Electronics, renamed 2019), HQ Suwon. Smart-key/body-control modules, wireless chargers, switches (Hyundai/Kia). Hint's 'camera modules/antennas' unconfirmed."
baoshan iron & steel,Shanghai,China,flat automotive steel sheet (HR/CR),"https://en.wikipedia.org/wiki/Baoshan_Iron_%26_Steel_Co.,_Ltd.",https://www.investing.com/equities/baoshan-steel-company-profile,high,"Baosteel (SSE:600019), HQ Baoshan District, Shanghai; China Baowu subsidiary. HR/CR automotive steel sheet; bases Baoshan/Meishan/Zhanjiang."
posco eco & challenge,Incheon,South Korea,construction & engineering services (plants & battery-material infrastructure),https://en.namu.wiki/w/%ED%8F%AC%EC%8A%A4%EC%BD%94%EC%9D%B4%EC%95%A4%EC%94%A8,https://www.globaldata.com/company-profile/posco-engineering-construction-co-ltd/,medium,"Ex-POSCO E&C (renamed 2023), HQ Songdo, Incheon (moved 2010); POSCO Holdings sub. CONSTRUCTION firm; builds steel/power/chemical plants + Li/battery-material infra. SOURCE CONFLICT: GlobalData lists Pohang; company/NamuWiki confirm Incheon."
alfa sab de cv,Monterrey,Mexico,Alpek PET/PTA polyester petrochemicals,https://www.forbes.com/companies/alfa/,https://en.wikipedia.org/wiki/Alpek,medium,"Parent HQ Monterrey (BMV:ALFAA). DIVERSIFIED (Alpek petrochemicals + Sigma foods); auto slice = Alpek PTA/PET polyester (Alpek HQ San Pedro Garza Garcia, NL)."
nagase,Osaka,Japan,automotive-materials chemical trading & distribution,https://www.dnb.com/business-directory/company-profiles.nagase__co_ltd.1913b786c2c90bd68aa6aa83df4b928b.html,https://www.globaldata.com/company-profile/nagase-co-ltd/,medium,"Nagase & Co (TSE:8012), HQ Nishi-ku, Osaka. DISTRIBUTOR: Japan's largest chemical trading house; auto slice = mobility plastics/materials distribution."
nhk spring,Yokohama,Japan,"suspension springs, stabilizers & seats",https://www.dnb.com/business-directory/company-profiles.nhk_spring_co_ltd.98b2d086a7407e8431667bda60a4d260.html,https://www.marklines.com/en/top500/nhk-spring,high,"HQ Yokohama, Kanagawa (TSE:5991). World's largest auto-spring maker: coil/suspension springs, stabilizer bars, seats."
topy industries,Tokyo,Japan,automotive steel wheels,https://en.wikipedia.org/wiki/Topy_Industries,https://stockanalysis.com/quote/tyo/7231/company/,high,HQ Tokyo (TSE:7231; hint's '5975' is wrong). OEM steel wheels (Honda/Nissan/Ford/GM/Subaru/Kia) + steel. NAME NOTE: distinct from Topre.
okaya,Nagoya,Japan,steel & materials trading (distributor),https://www.okaya.co.jp/en/company/profile/documents/0706_corporate_profile_en.pdf,https://en.wikipedia.org/wiki/Okaya_%26_Co.,medium,"Okaya & Co (TSE:8106), HQ Naka-ku, Nagoya. DISTRIBUTOR (est. 1669): iron/steel, metals, machinery, electronics trading; auto slice = steel/materials supply."
oci,Seoul,South Korea,carbon black & polysilicon,https://en.wikipedia.org/wiki/OCI_(company),https://www.globaldata.com/company-profile/oci-co-ltd/,high,"OCI Co (ex-Oriental Chemical), HQ Jung-gu, Seoul; under OCI Holdings (KRX:010060). Auto slice = carbon black (tyre filler) + polysilicon; also TDI. 'oct' was a duplicate/garbled split node (in-degree 1: posco; out-degree 27, all of which are a strict subset of oci's 28 successors incl. Jinkosolar, JA Solar, LONGi, Yingli, Nexen/Kumho Tire) - merged into this node, no information lost. Carbon black & polysilicon lines are consistent with the tire-maker and solar-module customer set observed in the graph."
ube,Ube,Japan,nylon/caprolactam engineering plastics & battery electrolytes,https://www.ube.com/ube/en/contents/chemical/nylon/,https://www.ube.com/ube/en/contents/chemical/battery_materials/electrolyte.html,medium,"UBE Corp; principal plant cluster Ube City, Yamaguchi (HQ Tokyo). Auto slice = nylon6 engineering plastics + Li-ion electrolytes. PRODUCTION SITE reported over HQ."
gem,Shenzhen,China,battery recycling & Ni/Co ternary precursor materials,https://finance.yahoo.com/quote/002340.SZ/profile/,https://www.globaldata.com/company-profile/gem-co-ltd/,high,"GEM Co (SZSE:002340), HQ Shenzhen. Battery/e-waste recycling; NCM/NCA ternary precursors, nickel sulfate, cobalt products."
ls electric,Anyang,South Korea,electrical equipment (inverters & HV DC relays),https://www.dnb.com/business-directory/company-profiles.ls_electric_co_ltd.647fedc3c31e2536e0d0de713dedcc91.html,https://www.ls-electric.com/edm/2017/0424/ESS_E_Leaflet_161017.pdf,medium,"LS Electric (KRX:010120), HQ LS Tower, Anyang, Gyeonggi. Auto slice = inverters + HV DC relays for EV/transport; plants Cheongju/Cheonan/Busan."
taita chemical,Taipei,Taiwan,polystyrene/styrenic resins (ABS/GPPS/HIPS/EPS),https://www.bloomberg.com/quote/1309:TT,https://www.ttc.com.tw/en-us/dirProduct/frmProduct.aspx,medium,"Taita Chemical (TWSE:1309), HQ Neihu, Taipei (not Kaohsiung). Styrenics (ABS/GPPS/HIPS/EPS) + glass wool; auto fit loose (interior/foam materials)."
dl holdings co lirl,Seoul,South Korea,polyethylene & polybutene (DL Chemical),https://www.dlholdings.co.kr/m/en/dl/history.do,https://en.wikipedia.org/wiki/DL_Group,medium,"Garbled 'DL Holdings Co Ltd' (KRX:000210), HQ Seoul. DIVERSIFIED holding; auto slice = DL Chemical PE + polybutene (world's largest open-market PB)."
toyota tsusho,Nagoya,Japan,automotive metals & materials trading,https://en.wikipedia.org/wiki/Toyota_Tsusho,https://the-shashi.com/en/tse/8015/,medium,"Toyota Tsusho (TSE:8015), HQ Nagoya (& Tokyo), Toyota group sogo shosha. DISTRIBUTOR; auto slice = ferrous/nonferrous metals & materials supply-chain trading."
jui li enterprise,Kaohsiung,Taiwan,sheet-metal auto body stampings (aftermarket),https://finance.yahoo.com/quote/1512.TW/profile/,http://www.juili.com.tw/en/product,high,"Jui Li Enterprise (TWSE:1512), HQ Renwu Dist., Kaohsiung (not Tainan/Yunlin). AM body panels: hoods, fenders, radiator supports, bumpers, grilles."
daechang steel,Incheon,South Korea,cold-rolled & galvanized steel coils,https://stockanalysis.com/quote/kosdaq/140520/company/,https://stockanalysis.com/quote/kosdaq/140520/company/,medium,"DaeChang Steel (KOSDAQ:140520), HQ Incheon. Cold-rolled/galvanized/color/stainless coils (NOT rebar). NAME NOTE: rebar/wire-rod = Daehan Steel (KRX:084010, Busan); brass rod = Daechang Co (012800)."
yokogawa bridge,Tokyo,Japan,steel bridges & structural-steel fabrication,https://stockanalysis.com/quote/tyo/5911/company/,https://www.investing.com/equities/yokogawa-bridge,high,"Yokogawa Bridge Holdings (TSE:5911), HQ Minato, Tokyo. CONSTRUCTION: steel bridges, towers, structural steel; auto fit loose."
usa steel,Pittsburgh,United States,flat-rolled automotive steel,https://en.wikipedia.org/wiki/U.S._Steel,https://www.ussteel.com/about-us/locations,medium,"Resolved to United States Steel Corp (ex-NYSE:X), HQ Pittsburgh, PA; flat-rolled + tubular steel for automotive. NAME NOTE: bare token 'usa steel' ambiguous but auto-supply context fits US Steel; acquired by Nippon Steel 2025."
guangdong delian,Foshan,China,"automotive fine chemicals (coolants, brake fluids, lubricants)",https://finance.yahoo.com/quote/002666.SZ/profile/,https://stockanalysis.com/quote/she/002666/company/,high,"Guangdong Delian Group (SZSE:002666), HQ Foshan, Guangdong. Automotive fine chemicals: coolants, brake fluids, engine lubricants, ATF, fuel additives."
cia siderurgica nacional,Volta Redonda,Brazil,flat steel (automotive),https://www.gem.wiki/CSN_Volta_Redonda_steel_plant,https://en.wikipedia.org/wiki/Companhia_Sider%C3%BArgica_Nacional,high,"CSN, principal Presidente Vargas works Volta Redonda, Rio de Janeiro state (HQ Sao Paulo; NYSE:SID/B3:CSNA3). Flat steel for automotive. PRODUCTION SITE reported over HQ."
aichi steel,Tokai,Japan,"special steel, forgings & magnets",https://en.wikipedia.org/wiki/Aichi_Steel,https://stockanalysis.com/quote/tyo/5482/company/,high,"Aichi Steel (TSE:5482), HQ Tokai, Aichi, Toyota group. Specialty steel + forgings (engine/chassis/e-axle) + MI sensors/bonded magnets."
bh,Incheon,South Korea,flexible printed circuit boards (automotive/EV),https://finance.yahoo.com/quote/090460.KS/profile/,https://www.investing.com/equities/bh-co-ltd-company-profile,medium,"Resolved to BH Co Ltd (KOSDAQ:090460), HQ Bupyeong-gu, Incheon. FPCBs for automotive displays, wireless chargers, EV battery packs. NAME NOTE: bare token 'bh' ambiguous, ticker-verified as the FPCB maker."
kawasaki heavy industries,Kobe,Japan,motorcycles,https://en.wikipedia.org/wiki/Kawasaki_Heavy_Industries,https://en.wikipedia.org/wiki/Kawasaki_Motors,medium,"KHI (TSE:7012), dual HQ Kobe & Tokyo. DIVERSIFIED (ships/aerospace/rolling stock/robots); vehicle slice = Kawasaki motorcycles (Akashi Works, near Kobe)."
maruichi steel tube,Osaka,Japan,steel pipes & tubes,https://finance.yahoo.com/quote/5463.T/,https://www.tradingview.com/symbols/TSE-5463/,high,"Maruichi Steel Tube (TSE:5463), HQ Osaka. Welded steel tubes/pipes (structural, mechanical, piping) + coated sheet."
aes corp/the,Arlington,United States,electric power generation,https://en.wikipedia.org/wiki/AES_Corporation,https://www.dnb.com/business-directory/company-profiles.the_aes_corporation.76381e6e8f209cdbaa2171aed910507e.html,high,"AES Corp (NYSE:AES), HQ Arlington, Virginia. SERVICE/utility: power generation & distribution across 15 countries; auto fit loose."
guangzhou tinci materials technology,Guangzhou,China,lithium-ion battery electrolytes,https://finance.yahoo.com/quote/002709.SZ/profile/,https://stockanalysis.com/quote/she/002709/company/,high,"Guangzhou Tinci Materials (SZSE:002709), HQ Guangzhou. Li-ion battery electrolytes, LiPF6, additives, LFP cathode materials."
rio tinto,London,United Kingdom,iron ore & aluminium (mining),https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),high,"Rio Tinto plc, primary HQ London (LSE); dual-listed with Rio Tinto Ltd, Melbourne (ASX). Iron ore + aluminium feeding automotive steel/alloys."
bakrie and brothers tbk pt,Jakarta,Indonesia,steel pipes & metal fabrication,https://stockanalysis.com/quote/idx/BNBR/company/,https://bakrie-brothers.com/business/bakrie-metal-industries/,medium,"PT Bakrie & Brothers (IDX:BNBR), HQ South Jakarta. DIVERSIFIED (infrastructure/manufacturing); industrial slice = steel pipes (ERW/LSAW/HSAW) & steel fabrication."
hd korea shipbuilding & offshore engineering,Seongnam,South Korea,shipbuilding (intermediate holding company),https://stockanalysis.com/quote/krx/009540/company/,https://www.globaldata.com/company-profile/korea-shipbuilding-offshore-engineering-co-ltd/,medium,"HD KSOE (KRX:009540), HQ Seongnam; HD Hyundai shipbuilding intermediate holding. Shipbuilding/marine engines/offshore; auto fit loose (industrial holding)."
patec precision industry,Taipei,Taiwan,precision forged & stamped auto parts,https://finance.yahoo.com/quote/2236.TW/,https://www.tradingview.com/symbols/TWSE-2236/,high,"PATEC Precision Industry (TWSE:2236 - hint's '1568' wrong), HQ Taipei. Fine-blanking/cold-forging/stamping: door-lock, seat, brake discs, clutch parts."
umicore,Brussels,Belgium,battery cathode materials & automotive catalysts,https://en.wikipedia.org/wiki/Umicore,https://stockanalysis.com/quote/ebr/UMI/company/,high,"Umicore (EBR:UMI), HQ Brussels. Li-ion cathode (NMC) materials & precursors + automotive emission-control catalysts."
samsung electronics,Suwon,South Korea,automotive electronics (Harman) & auto semiconductors/displays,https://www.forbes.com/companies/samsung-electronics/,https://umbrex.com/resources/company-profiles/samsung-electronics-non-voting-pre/,medium,"Samsung Electronics (KRX:005930), HQ Suwon. DIVERSIFIED; auto slice = Harman digital cockpit/car audio + automotive semiconductors & OLED displays."
snt,Busan,South Korea,powertrain & chassis auto parts (+ EV drive units),https://www.sntmotiv.com/eng/about/overview.html,https://www.sntmotiv.com/eng/business/powertrain.html,medium,"Most likely SNT Motiv (KRX:064960), HQ Gijang-gun, Busan: powertrain/chassis/airbag parts + EV drive units. NAME NOTE: 'snt' may instead = SNT Dynamics (Changwon, transmissions) or SNT Holdings; entity unresolved."
rohm,Kyoto,Japan,SiC power semiconductors (EV traction inverters),https://www.rohm.com/products/sic-power-devices,https://www.rohm.com/products/sic-power-devices,high,"ROHM Co (TSE:6963), HQ Kyoto. SiC (EcoSiC) MOSFETs/modules for EV traction inverters; SiC mass-production pioneer (2010)."
toagosei,Tokyo,Japan,"acrylic acid, adhesives (Aron Alpha) & chlor-alkali chemicals",https://en.wikipedia.org/wiki/Toagosei,https://www.toagosei.co.jp/english/products/functional/adhesive/index.html,medium,"Toagosei (TSE:4045), HQ Minato, Tokyo. Chemicals: acrylic acid/esters, Aron Alpha cyanoacrylate adhesives, caustic soda/chlorine; auto fit loose."
petrochina,Jilin City,"Jilin, China",benzene and aniline petrochemicals,event_description (known epicenter location),event_description,High,Jilin plant that exploded produced benzene and aniline; PetroChina is a diversified oil/gas major but this is the disrupted petrochemical slice.
chevron,Richmond,"California, USA",refined transportation fuels (gasoline),event_description (known epicenter location),event_description,High,Richmond crude unit failure cut West Coast refining; refinery output is gasoline/distillate transport fuels.
dow,Texas Gulf Coast,USA,"ethylene, polyethylene and chlor-alkali",event_description (known epicenter location),event_description,High,"Event explicitly names US ethylene, polyethylene and chlor-alkali capacity shut on the Gulf Coast."
xinxiang tianli energy,Henan province,China,lithium-ion battery cathode materials (NMC ternary / LFP),event_description (known epicenter location),https://www.cbinsights.com/company/xinxiang-tianli,Medium,"Event was generic provincial flooding with no product clue; company profile shows core output is lithium-ion cathode materials (ternary NMC, LFP, lithium carbonate)."
coronado global resources,China / Australia,,metallurgical (coking) coal,event_description (known epicenter location),event_description,High,Predominantly a metallurgical/coking coal producer; event stranded Australian met and thermal coal cargoes.
gazprom pjsc,Russia / Germany (Nord Stream 1),,pipeline natural gas,event_description (known epicenter location),event_description,High,Nord Stream 1 delivered pipeline natural gas as Europe's single largest industrial gas source.
yunnan chihong zinc&germanium,China,,germanium metal and compounds (and zinc),event_description (known epicenter location),event_description,High,Company name and export-licensing event both point to germanium; also a major zinc smelter. Germanium is the event-relevant slice (not gallium).
korea electric power,South Korea (national),,grid electricity supply,event_description (known epicenter location),event_description,High,National electric utility; disrupted output is grid electricity (rolling blackouts).
glencore,Democratic Republic of Congo,,"cobalt (mined, copper by-product)",event_description (known epicenter location),event_description,High,DRC export ban targeted cobalt; Glencore is diversified but cobalt (co-produced with copper) is the event slice and world's dominant source.
formosa petrochemical,Mailiao,"Yunlin County, Taiwan",aromatics (paraxylene and benzene),event_description (known epicenter location),event_description,High,"ARO-3 aromatics unit at Mailiao produces paraxylene/benzene; Formosa Petrochemical also refines fuels and makes olefins, but the aromatics unit is the epicenter."
kyushu electric power,Kyushu,Japan,grid electricity supply,event_description (known epicenter location),event_description,High,"Utility; output is grid electricity, curtailed via solar output orders for grid stability."
nippon steel,Tohoku region,Japan,crude and flat-rolled steel,event_description (known epicenter location),event_description,High,Japan's largest integrated steelmaker; earthquake hit steel output feeding auto/electronics chains.
state grid corp of china,China (multi-province),,grid electricity transmission and distribution,event_description (known epicenter location),event_description,High,Electricity transmission/distribution monopoly; 'dual control' rationing cut power across 20+ provinces.
united co rusal international pjsc,Russia / global,,primary aluminium and alumina,event_description (known epicenter location),event_description,High,OFAC sanctions shocked aluminium and alumina markets; Rusal is a primary aluminium and alumina producer.
china steel,USA / global,,flat-rolled carbon steel (hot/cold-rolled),event_description (known epicenter location),event_description,High,"Identified as China Steel Corporation, Taiwan's largest integrated steelmaker; Section 232 tariffs restructured its steel export flows."
mitsubishi materials,Yokkaichi,"Mie, Japan",semiconductor-grade polysilicon,event_description (known epicenter location),event_description,High,"Event names the Yokkaichi polysilicon plant, a semiconductor-grade silicon source; Mitsubishi Materials is diversified (cement, copper, carbide) but this is the disrupted slice."
formosa plastics,Texas,USA,PVC resin and epichlorohydrin,event_description (known epicenter location),event_description,High,"Winter Storm Uri froze PVC, epichlorohydrin and ethylene glycol output (~100% of epichlorohydrin offline); PVC is Formosa Plastics' core product."
cpc corp/taiwan,Kaohsiung,Taiwan,propylene (propene) petrochemical feedstock,event_description (known epicenter location),event_description,Medium,"Event epicenter was a buried propene pipeline severing Kaohsiung petrochemical distribution; propene is the disrupted feedstock. CPC is Taiwan's state oil/refining company, so refined fuels are also core."
xiamen tungsten,China / Japan,,rare earth oxides and NdFeB permanent magnets,event_description (known epicenter location),https://news.metal.com/newscontent/103402922/,Medium,Event was China's rare earth export halt to Japan; rare earths/NdFeB magnets are the event-relevant slice. Company is diversified and its namesake flagship is actually tungsten.
bp,Gulf of Mexico,USA,deepwater offshore crude oil,event_description (known epicenter location),event_description,High,Deepwater Horizon/Macondo blowout; the disrupted output is deepwater offshore crude oil (drilling moratorium followed).
yunnan aluminium,Yunnan province,China,primary aluminium,event_description (known epicenter location),event_description,High,Hydropower drought forced smelter power cuts removing primary aluminium capacity.
aurizon,Queensland,Australia,coal rail freight haulage,event_description (known epicenter location),event_description,High,Rail freight operator; flooding severed the Goonyella and Blackwater coal rail corridors it hauls. Infrastructure output is metallurgical coal rail transport.
basf se,Ludwigshafen,Germany,ammonia and derivatives,event_description (known epicenter location),event_description,High,Event explicitly names curtailed ammonia production at Ludwigshafen; ammonia feeds fertilizer and chemical derivatives.
s-oil,Ulsan,South Korea,gasoline blendstock (alkylate) and paraxylene,event_description (known epicenter location),event_description,High,Explosion shut the No.2 alkylation and No.2 RFCC units (gasoline blendstock) plus the No.2 paraxylene unit at Onsan refinery.
posco,Pohang,South Korea,crude and flat-rolled steel,event_description (known epicenter location),event_description,High,Flooding forced first full shutdown of all three Pohang blast furnaces; output is crude and flat-rolled steel.
hesteel,Hebei province,China,crude and flat-rolled steel,event_description (known epicenter location),event_description,High,HBIS (Hebei Iron & Steel) is one of the world's largest integrated steelmakers; flooding hit steel output.
aneka tambang tbk,Indonesia,,nickel ore (laterite),event_description (known epicenter location),event_description,High,"Indonesia's nickel ore export ban cut off ore feedstock; Antam is diversified (nickel, gold, bauxite) but nickel ore is the event slice."
perusahaan perseroan persero pt perusahaan listrik negara,Java,Indonesia,grid electricity transmission and distribution,event_description (known epicenter location),event_description,High,PLN is Indonesia's state electric utility; Java-Bali transmission failure caused mass blackout.
exxon mobil,Louisiana / Mississippi,USA,refined petroleum fuels (gasoline/distillate),event_description (known epicenter location),event_description,High,"Hurricane Katrina flooded the Chalmette refinery, cutting Gulf refined-fuel output; event also notes offshore crude and chemical feedstock."
